0.352f338-0.311f128-0.31f105+0.294f442+0.294f472...,-0.423f453-0.422f493-0.334f281-0.333f433-0.332f153...,0.365f336+0.364f64+0.359f455-0.279f442-0.279f472...,'0.3  f241+0.299f475-0.286f28-0.286f451-0.286f318...','0.512f48+0.51 f378+0.196f455-0.19f318-0.189f28...',-0.151f312-0.142f322+0.125f498-0.115f138-0.114f481...,0.144f61-0.143f267+0.123f104-0.116f211+0.108f17...,'0.13 f489+0.126f141-0.121f278+0.118f228-0.112f268...',-0.139f250-0.128f339+0.117f165+0.116f486-0.116f195...,0.147f334+0.131f424+0.115f71-0.108f132+0.104f87...,-0.13f257-0.116f263+0.113f185-0.112f411-0.11f316...,-0.16f457-0.154f368+0.129f216-0.122f286+0.119f383...,-0.164f137-0.132f166+0.126f252-0.119f292+0.118f302...,0.133f117-0.116f147-0.114f383+0.111f84+0.111f50...,0.145f402-0.138f391-0.131f331-0.122f449-0.115f36...,-0.127f148+0.122f98+0.117f383+0.115f332+0.114f204...,-0.142f256+0.135f151-0.121f413-0.118f100-0.113f229...,-0.132f370+0.128f483-0.118f407+0.117f254+0.116f249...,-0.134f118+0.129f256-0.127f350-0.124f41+0.122f113...,-0.13f298-0.128f123+0.125f101+0.121f333+0.116f389...,-0.177f243-0.163f285+0.129f177-0.123f43-0.119f406...,'-0.124f496+0.12 f334+0.12 f139+0.113f435-0.108f328...',-0.16f70-0.124f283+0.123f188-0.121f137+0.117f467...,'-0.161f466+0.153f144+0.129f310+0.11 f365-0.106f499...',0.187f68+0.121f221-0.121f489-0.119f12-0.111f62...,0.153f183-0.145f136-0.135f355-0.134f163-0.127f3...,0.132f404+0.123f232+0.116f478-0.115f262-0.11f115...,'0.17 f484-0.14f168-0.129f307+0.129f49+0.12 f391...',-0.169f397-0.139f376+0.134f25-0.131f414+0.123f496...,-0.139f94+0.132f450+0.125f209+0.124f361-0.123f445...,-0.131f432+0.125f308+0.123f324-0.121f245+0.119f430...,0.143f452-0.13f445-0.121f385-0.12f82-0.113f386...,-0.156f356-0.143f417-0.134f421-0.126f492-0.122f344...,'-0.126f414-0.122f261+0.12 f162+0.118f429-0.115f57...',-0.163f129-0.129f314+0.121f152+0.115f164+0.114f106...,-0.142f275+0.137f8-0.132f313+0.128f42-0.114f206...,-0.158f149+0.136f116+0.136f51-0.134f171-0.122f165...,'-0.148f430+0.14 f381-0.129f223-0.128f276-0.125f96...',-0.147f407+0.137f429+0.126f361+0.123f11-0.12f199...,-0.177f448-0.169f233+0.136f236-0.13f409+0.129f26...,'0.144f461-0.132f311+0.12 f106-0.113f49-0.109f138...',0.158f181+0.119f175+0.116f163-0.116f80-0.115f280...,'0.15 f176+0.135f259+0.122f236-0.118f345-0.107f408...',-0.162f347+0.159f419+0.159f213+0.156f273+0.139f123...,-0.151f468-0.148f86+0.131f95+0.128f17-0.12f204...,'0.18 f218-0.135f100-0.125f406-0.121f146+0.119f39...',0.134f180+0.129f302+0.123f6+0.118f445+0.117f175...,-0.211f97-0.164f399-0.137f159+0.134f415-0.129f474...,-0.165f195-0.145f152+0.138f65-0.128f142-0.118f108...,-0.151f450+0.118f486-0.115f424+0.114f470+0.112f380...,-0.138f393-0.129f354+0.124f481+0.119f204-0.115f261...,'0.14 f456-0.136f189+0.136f4-0.123f8-0.121f143...',0.124f430+0.122f189-0.121f436+0.121f62-0.12f381...,0.161f483-0.149f171+0.128f471+0.126f213-0.123f441...,-0.121f119-0.12f24+0.116f315+0.113f446+0.113f454...,'0.144f377+0.132f296+0.13 f332+0.127f363+0.122f337...',0.168f157-0.128f252-0.126f445-0.124f214+0.124f470...,'-0.135f436-0.134f309+0.13 f459+0.115f452+0.113f122...','0.15 f201-0.124f396+0.118f308-0.115f21+0.114f496...',-0.145f377+0.128f91-0.127f465-0.124f394+0.121f379...,-0.137f260-0.134f238-0.122f257-0.118f334+0.118f68...,'-0.138f62-0.125f47-0.125f396+0.12 f371+0.118f176...',-0.139f103-0.134f142-0.131f118-0.129f212-0.124f466...,'-0.155f343-0.144f406-0.136f250+0.13 f377+0.123f454...','0.154f168-0.143f101-0.123f69-0.122f441+0.12 f160...',-0.134f437+0.118f420+0.108f278+0.108f285-0.107f458...,-0.134f246+0.124f93+0.117f76-0.113f71-0.112f224...,-0.132f54-0.129f332-0.121f402-0.12f440-0.119f449...,-0.131f428-0.13f78+0.126f38+0.121f199-0.119f174...,'-0.142f73+0.135f5-0.122f341+0.121f314+0.12 f47...','0.149f263+0.13 f193-0.12f461+0.113f73-0.11f345...',0.156f361+0.131f215+0.113f11+0.113f68-0.111f235...,0.145f449-0.129f428+0.123f178+0.123f401+0.121f196...,-0.137f325+0.132f317-0.126f11-0.125f401-0.121f186...,0.156f375-0.141f52+0.123f471+0.115f494-0.113f324...,-0.163f142-0.144f228-0.125f293-0.122f343-0.114f445...,-0.135f15-0.123f201-0.119f337+0.119f490-0.111f268...,0.161f484-0.151f294-0.122f305+0.117f139-0.114f310...,0.136f226+0.127f232-0.12f350-0.107f371-0.106f198...,'-0.127f321+0.12 f196+0.119f399+0.117f426-0.112f431...',label
2.55203,-5.827552,-1.283753,0.117114,0.059756,0.05036,-0.703463,-0.3807,0.164085,1.378056,-0.80813,0.598453,1.978216,-1.194165,0.04,-0.374465,1.377984,0.254656,-0.164802,1.555458,0.083645,-1.505915,1.185782,1.048739,0.650931,-1.21617,-2.95929,1.014167,0.283738,0.405514,-0.639871,-1.944561,-2.897961,-0.959708,-1.05155,0.437841,1.347331,-2.704536,0.634654,1.52748,-1.415803,-1.707531,-0.821098,0.563766,2.128712,-0.220466,2.734993,0.822243,1.183508,-0.631904,-2.234769,2.689451,-1.778144,-0.672448,1.68216,0.761185,0.183749,-1.316951,-0.292313,-4.125109,0.870782,-0.706438,-2.403192,-2.392292,-0.258564,0.09346,-1.077076,-0.472815,1.550379,-0.237305,1.989737,1.517071,-0.285178,2.151509,-0.566863,0.484979,-1.219134,2.31391,-0.65968,0.323926,0
0.819326,1.292587,0.452716,2.597754,-0.634024,-0.311511,0.07259,1.670566,0.352792,-0.5982,-0.658383,-1.257455,-1.605044,-1.623415,-1.045485,-2.133343,-1.925924,1.104566,0.449673,0.958561,0.203494,-1.272385,0.422134,-2.963605,-0.531593,-0.533162,-0.161919,0.979861,-0.238513,0.937793,-0.942626,2.027412,-1.4306,0.846691,-0.491365,-0.65393,-0.288493,-0.91344,1.83381,-1.242044,-2.323383,-0.79414,-2.295387,-0.215885,2.061607,-0.519417,-1.387196,-1.072468,0.509598,-0.866419,2.527402,-1.19819,-0.852665,-1.469538,0.305212,-1.818363,1.346982,0.040497,0.695127,-0.114406,-0.15608,-2.359946,-0.276234,-2.207462,-0.556121,0.07608,0.008765,-0.52019,0.162675,-1.546969,0.486188,-1.066285,-1.111453,-3.604624,-1.379964,-1.365528,-0.167793,-1.361215,-0.612797,0.06486,0
1.686158,2.89075,1.463145,-2.798999,2.096239,0.027732,-3.580387,3.194688,-2.964633,0.241157,-2.121672,-0.38974,0.232255,1.496273,1.198302,-1.054163,-0.32801,-1.740449,-0.06013,0.489687,-0.678813,-1.389435,-0.485375,1.317172,0.007362,0.379588,0.490845,0.474765,-3.454382,-0.505347,-0.609669,-1.486067,-0.095793,-0.151784,-1.953938,0.582488,-0.074876,1.110125,0.429532,2.797868,-1.26594,-0.410521,-0.088839,0.384777,0.561517,1.239325,0.945712,-1.001826,0.800748,0.729222,2.968829,0.230538,0.26204,1.926005,-0.950609,-0.997257,0.006078,1.758101,-0.332014,-2.793464,0.600433,-0.87236,-0.637051,2.446769,1.235045,0.376084,-0.757833,2.384774,-0.382661,0.42735,1.670176,1.118641,1.110963,-0.229682,0.75894,0.875787,-1.909645,-0.166194,-0.714594,0.17549,1
-3.333828,-1.294459,1.791589,-0.639137,0.578674,-1.355649,0.935052,1.365934,0.625072,-0.394623,2.101054,-1.418728,-1.330826,3.197903,0.36734,0.844729,1.113562,0.39683,-1.404969,0.483039,-0.116277,0.276339,-0.724593,-2.022188,-2.982357,-2.467105,-1.580301,2.444669,1.39543,-0.695546,0.582113,0.446782,-1.704508,-1.481747,-0.2278,-0.068978,-0.60994,3.460345,2.369659,-1.368912,-2.353279,-0.827348,1.806104,-0.689637,0.33481,0.871727,0.611996,0.519269,-0.248075,1.982723,-0.61706,-0.071247,0.300227,1.226696,1.607293,-1.046638,0.536081,0.44446,0.308293,-1.954423,0.754907,0.713079,-0.682616,0.87043,-0.000397,-1.598813,-0.779741,-2.003012,0.469337,0.849377,1.422234,-0.197296,-0.898135,-2.726058,-1.541256,-0.204873,-1.063668,-0.404376,0.260819,0.673635,1
-3.602905,1.210614,-1.736839,1.007375,-0.803911,-0.56147,2.948452,1.06404,-2.243412,0.174654,-1.52973,1.822134,1.372711,1.939828,0.211417,0.164801,-1.809546,1.463109,-1.195716,0.416837,1.529981,0.783954,2.232194,0.748876,-1.446857,-2.225323,-0.715943,-0.334847,1.066465,1.062177,1.079791,-0.554687,0.827386,1.764882,0.297776,-0.886648,0.501175,1.571343,0.812647,1.64345,-0.019944,0.750572,1.776192,0.20508,0.122215,1.237007,0.682505,-0.587373,-0.497466,1.007739,0.010418,-0.449782,-0.401742,-1.74039,-1.274075,0.096359,1.49068,1.72852,-0.444748,-0.724742,-0.503134,1.178589,-0.420117,-1.729762,-2.262575,0.718532,0.350697,0.902768,-0.115976,-0.876471,1.039261,1.24428,-1.283654,0.509993,-1.917284,0.063124,1.38996,2.293274,-1.132483,0.774399,0
-0.124712,-1.597238,2.472749,-0.756483,0.76479,-1.003971,1.453412,-1.786514,-3.548883,-0.367386,0.876909,0.371066,0.319762,-0.060074,-0.778753,-0.561461,-0.722293,0.23192,-1.569607,1.68237,1.32385,-0.144161,1.726958,0.350841,-0.477894,0.632316,-1.327592,-0.964759,1.653234,0.18681,-1.101944,-2.404761,0.137135,-1.430669,-2.823193,0.07024,-0.416553,0.48368,-0.825961,-0.631119,-1.208561,1.690809,0.679067,1.350879,3.955246,-1.653951,0.411778,2.001794,0.111736,-0.434027,0.897718,0.055987,-0.190124,1.387157,-0.044017,1.090466,1.832066,0.82732,0.026318,0.464645,-1.553576,1.755952,-1.384147,-1.472921,-1.012767,1.120339,0.282313,-0.213919,-0.670946,-2.113531,-1.874312,1.664315,0.11141,0.895193,-1.140369,-0.288119,-0.367474,1.436126,-0.886567,0.914872,0
5.282099,2.373228,-0.801024,1.597193,0.293194,0.07354,1.702631,0.034581,-3.166956,0.596789,1.128622,-0.146463,1.309557,-1.925487,-0.057931,0.041824,0.625849,-0.280486,0.795131,-1.250263,0.102561,-1.100458,-1.773534,-1.203551,0.435267,-1.448837,0.387806,1.009454,-1.756247,0.244503,1.121832,1.305324,-0.381173,1.198411,0.218013,-0.481381,2.290197,-0.372076,0.418259,0.677142,0.775884,-0.405533,0.597902,-0.906723,-1.490686,1.084211,2.374724,2.513858,-0.526739,-0.872491,-0.894643,0.15847,-0.390746,-1.798678,-3.343107,0.129686,-1.103897,-3.610581,-2.240374,0.085757,0.774915,-1.057861,-0.946694,-0.419804,2.346894,1.526036,-1.154296,-0.584978,0.864052,0.877909,-1.932673,1.733183,-0.088311,-0.779336,-2.26741,1.874175,-1.241167,0.470856,0.625413,0.354453,1
2.885987,0.855835,-1.202934,1.192472,2.151734,-0.908163,-1.105849,1.540528,0.937835,0.203199,-0.147002,-2.778307,1.354765,2.377302,3.370584,-1.809871,-0.480553,2.023145,-1.462895,0.360656,-0.823403,0.696533,-1.034504,-0.557411,-1.109472,-2.20121,-1.951828,-1.138808,-0.047447,-1.157797,4.205944,-0.463429,0.242696,2.304222,0.614011,3.108146,0.762799,-2.043192,1.764342,1.010415,-1.21275,1.380985,-2.891734,-0.402986,-1.734775,-2.036615,-1.942073,0.597884,2.722509,0.579584,2.204135,0.772906,0.977186,-0.843761,1.915333,1.21564,0.510959,1.380745,-0.679288,-0.766827,-0.142774,-1.359053,-0.828145,-1.171669,-0.830506,-0.238981,-0.837175,-1.043289,-2.243493,-0.183634,-0.783632,0.740489,0.74899,-0.975645,-0.640193,-0.517121,0.785464,-0.258647,-1.556042,0.680437,0
-2.606067,0.54156,-1.5381,-1.95195,0.595561,-2.437849,-0.241929,-0.437848,1.118272,-2.479497,-1.701343,1.885184,1.344456,-2.000035,1.13405,0.896807,1.801896,-0.389255,-0.55027,2.235085,1.422039,0.921437,-1.605174,1.080546,0.505976,0.297476,-0.572086,2.20309,-1.077465,2.357326,-5.080751,0.467963,0.272321,-0.433983,1.320455,-0.446705,0.652522,-2.071214,0.085986,-1.177567,-3.06292,2.292022,0.365994,0.23795,-0.808032,-2.100368,0.6906,0.863492,-2.536617,0.381751,1.586342,0.009832,-1.753947,-1.822492,-1.644186,-1.065662,0.434385,-0.091324,0.591099,0.048546,0.646275,0.710498,1.181585,0.023084,-0.4243,-0.699703,0.065877,-1.729671,-0.334013,0.641896,-1.547987,-1.552711,-0.80639,0.779424,-1.26477,0.174455,-1.169322,-0.334513,0.492449,-1.613508,1
-0.129237,-1.822181,3.051201,-0.792071,2.187963,3.137507,-0.741922,-0.695005,-0.113268,2.038384,-2.175291,2.823678,-1.749409,0.02866,0.532605,1.968293,1.526127,2.090493,-0.133678,0.181517,-0.109368,0.609906,-0.757096,-1.684437,0.661691,-0.262969,-2.893205,-0.399777,0.491775,1.615941,-1.080718,-1.300752,0.706294,0.978578,-0.443804,2.105468,1.057973,-1.466388,0.243932,0.823198,-2.160017,-0.637255,-0.57734,-0.974997,-1.341148,-1.059803,0.22351,0.406838,0.417583,-0.114269,-0.607298,-1.201634,-0.837386,-0.87442,-0.307551,-1.423124,-0.511046,0.266467,1.306675,0.248431,1.894257,-0.392311,-1.153317,-0.333121,-0.379212,1.281617,0.176757,2.082967,-0.829677,-0.660235,0.282504,-0.434924,1.859705,-0.594516,-1.483217,-0.436065,-0.29823,-0.47709,-0.333767,-2.356794,0
3.252739,-0.596657,3.815019,-1.392568,-0.193567,-1.308374,1.098672,0.581588,0.796146,0.349509,-1.02137,-1.141458,-0.761415,0.738079,-1.467447,1.639915,-1.682968,2.269679,-1.396195,2.045419,-0.523826,1.038058,1.448634,0.326317,0.092162,0.584303,1.361364,0.788222,-0.71604,-0.835128,2.156838,2.139308,0.988675,0.800755,1.214977,-0.340571,-1.978279,2.387005,0.250457,-0.224532,1.340134,1.64465,1.825499,-0.432753,1.668822,-0.407872,-2.061782,-1.67796,0.239684,3.585304,-0.907842,1.742084,-1.150852,1.60607,0.925493,0.304456,-1.067724,0.990716,-0.170837,1.866041,-1.604142,-0.12547,-1.058376,-1.642098,-0.814981,0.203248,0.164037,1.208419,0.152628,-1.478739,-2.028118,-1.409902,-0.378808,1.124357,0.094526,0.010792,2.185028,-1.149224,0.393196,1.309635,0
0.957432,1.300225,-0.098423,-1.833244,0.957518,0.562172,0.862792,-1.29369,0.188999,0.72689,1.424513,1.759582,2.066942,0.927216,0.419801,2.052763,-1.713827,-0.449351,0.231128,-0.237331,0.370602,-2.005839,-2.346792,-0.519799,1.291075,0.589934,1.446021,0.221407,-1.00465,0.261448,-0.350354,-1.585875,1.888598,0.321873,0.799165,-0.645287,-0.222532,-0.60422,1.622973,-0.123799,-1.106444,0.05902,-0.213406,1.100062,-0.165583,0.657847,1.613231,-1.016622,-0.563536,-1.565734,-0.856187,0.18672,0.771155,0.952386,0.600075,1.473499,-0.713018,3.418969,-0.602331,-0.685474,2.326703,-1.446205,0.783632,-0.576114,-0.924314,-1.819351,-2.071063,-0.032569,0.327757,1.789591,0.825674,-2.396104,0.579063,-0.388828,-0.178148,-1.253464,-1.333068,1.986965,1.494441,-0.941168,1
3.09245,-0.422154,0.194689,-0.448234,-0.069624,1.608695,-2.643347,-0.197083,-0.917835,-1.725006,0.898973,-1.048602,3.330047,1.684268,0.733631,-0.654901,2.852192,-0.137634,-1.713826,-2.175407,-1.780413,-0.946308,-0.554731,-1.126289,-1.296116,1.553829,-1.962151,-2.46245,1.116686,-0.349362,0.221537,0.762193,1.103093,-2.966011,2.30405,0.550123,0.079796,-1.61513,0.091905,1.188249,1.313593,-0.007311,-0.114268,-0.437425,-0.253682,1.806646,0.747918,-0.492857,-0.562426,3.128471,-0.23881,-0.580176,-1.217,-0.486361,-0.396832,-0.267953,-0.933676,0.59729,2.248002,0.831221,0.816435,1.96633,0.281206,-1.703425,-1.206119,1.619518,1.024711,-0.987582,-0.889301,-1.198364,-0.014102,0.993577,0.675075,0.845269,-0.227662,0.424632,-0.928312,1.207045,-0.942618,0.091494,1
-2.423796,-1.046649,-2.788178,-2.490657,1.35827,-1.692285,0.511325,-0.436452,1.118337,1.743443,-0.849133,3.103687,0.541462,-1.338392,-1.043019,-1.337485,0.156122,0.345497,-0.029606,-0.754557,-0.891528,-0.123398,1.011383,1.799518,-0.686381,0.14071,0.748595,-0.017327,-0.408817,1.173086,-2.271392,-0.628223,2.58283,-0.235082,0.098917,1.689473,0.365752,0.900098,-2.568962,-0.099862,0.528024,0.731695,-1.563903,-1.179815,0.661552,-0.616239,-0.232317,-0.174196,-0.345038,-0.725025,-0.231514,0.307127,-0.730148,0.291256,-0.090354,-0.328951,2.212314,-1.163769,2.938466,1.132521,-1.087488,-0.184076,-0.591297,-2.10154,-1.413678,2.316642,-1.641934,-2.097415,-0.598581,-0.249285,-0.229572,1.444005,-1.25789,0.03165,-0.224805,-0.471269,-0.867349,-1.950448,2.17853,0.43488,1
-2.198412,-2.692362,-2.308352,1.580634,1.357556,-1.067174,-0.301692,-1.044198,-0.217057,0.13101,1.882435,-1.825781,-1.567135,-0.457061,-2.091054,-2.845288,1.347055,0.30193,-2.882686,-1.217704,-0.981052,1.413088,-0.177636,-1.811992,-0.640154,-0.132247,-1.124152,0.059609,-0.429982,1.419136,1.370439,0.049837,-0.780982,-0.534548,-1.546888,0.533297,-0.303292,-1.330882,-2.554489,0.033625,2.012328,-1.529933,-0.385821,0.917146,-2.487682,1.972162,-1.775113,-0.506014,-0.93896,0.432736,-0.433989,0.545329,0.57575,3.455651,-0.375406,0.870953,-0.993929,-1.250591,-0.104087,-0.11613,-1.817383,-0.950835,-1.634886,2.328455,-2.194092,1.011628,1.000294,0.758344,-0.069417,-2.858992,-0.25483,-1.141764,0.394776,-1.445749,-0.576187,-0.637184,1.605942,-0.484079,-0.271091,0.102212,1
-1.622889,2.983597,0.741422,-1.255844,1.449493,-0.515372,-1.639577,-0.447699,-0.723029,-1.788437,-0.595023,0.30009,1.110798,2.095689,-1.220749,-0.202978,2.900106,1.466463,-0.222982,-0.674442,1.237029,-2.737521,-0.630067,-0.078933,0.315261,0.688212,0.683128,-1.956449,0.262101,-1.43002,1.096546,-0.762087,0.211395,1.113076,0.687356,-2.005014,0.153304,2.119172,-0.294657,-1.928438,2.187858,0.500091,-1.051046,2.128504,0.483567,-1.030115,0.46466,3.302096,-0.497605,-2.541598,-2.375096,-1.483595,-1.379737,-0.799532,-0.573946,-0.123225,-1.266385,-2.053239,2.892393,-0.010882,0.61424,3.061261,-1.08861,-0.618574,0.325726,-0.201761,-0.513274,0.152342,-0.36361,-2.149496,2.18328,-0.661,-0.76574,0.453524,0.363377,0.584011,-0.065688,-2.136012,-0.648076,1.090915,1
-2.099321,0.015702,2.189811,0.18646,-1.538232,-1.958105,1.071265,1.726074,2.072381,-2.464911,-0.386079,-0.155859,-0.839739,1.320331,1.574302,1.205743,0.815527,-1.384311,0.440259,-1.561077,0.171176,2.974727,0.971483,1.619693,0.64307,0.859546,-2.981184,1.445447,0.815887,-1.101261,1.127855,1.176187,0.639334,-1.159433,-0.290497,-1.572413,-3.016919,1.914671,-0.510956,-1.211076,-0.780858,-0.01167,0.529098,1.48217,-0.065385,1.47711,1.288981,0.004075,-2.236513,-2.962026,0.985846,0.020644,1.269825,1.480398,-1.154268,2.956625,-0.492074,-0.133916,1.159962,1.473776,-1.547852,0.558456,-0.421501,-1.262321,0.791845,0.337599,1.282728,-0.754783,0.927047,-0.653716,-1.609377,-1.427238,-2.307898,1.193811,-3.054703,0.6875,2.055068,1.2264,1.9508,0.390057,1
3.09264,-0.233191,-0.619782,-2.45699,1.518389,0.529999,1.133034,-0.302336,-0.056485,-0.158883,0.573367,-0.849683,-0.320045,0.442619,-1.415675,0.366691,-1.059723,0.595827,-1.873802,0.783742,-1.626087,1.576432,-0.930368,-0.483674,1.669858,-0.59765,-1.096632,-0.658712,1.39584,0.754046,0.250342,-1.125777,-0.30957,0.095065,0.492325,-0.031249,3.902557,-1.57443,-2.098023,0.369942,-0.77919,0.725831,1.68398,-1.179488,-0.87924,-0.815348,0.415472,-0.335075,0.567401,-0.246188,-0.691234,2.684067,-0.641952,-0.367156,2.182976,3.506451,1.886175,0.533472,1.344325,-0.944278,-0.734909,0.391052,-0.046955,-0.381023,1.903796,0.492048,2.144297,-0.612118,-1.512317,-1.706354,-2.110843,0.215343,0.050969,0.359936,-0.853234,-2.39571,-0.005498,0.376183,-1.117771,0.371309,0
1.408705,-4.540404,-2.304993,0.44573,0.118712,1.180398,-1.427408,-0.763771,0.328524,0.130319,2.279043,0.262282,-1.206011,0.21564,-1.43508,-0.899098,-1.522769,0.592081,0.624767,-0.321371,0.71144,1.607163,-0.312713,0.816474,0.178615,-1.381359,0.242352,-1.185553,2.441573,-1.563239,-0.722601,-0.651625,0.335591,-0.08551,1.61337,1.501589,1.811992,1.773622,-1.984973,1.288358,-1.214203,0.369757,-0.87136,-2.387323,-1.684871,0.7222,1.62627,-0.678604,-0.0242,2.142946,2.050172,0.021458,-0.80287,1.231086,0.454982,0.138805,-0.65709,-1.163081,-1.048681,1.44325,0.602841,1.201709,-1.382065,2.0679,-0.388206,1.363103,0.280589,-0.441411,-0.954963,2.00205,2.228299,1.271179,0.770063,-1.503547,0.999261,0.513158,-1.171385,1.064228,0.336042,1.060964,1
4.140463,-0.147013,0.062414,-1.493913,1.560601,1.028585,0.167943,1.507899,0.855932,1.308684,1.353369,0.825476,-0.047082,-1.107188,0.362297,2.148296,-1.734464,-0.103157,0.011509,-0.329187,-0.383311,-1.283916,1.129236,-1.203227,-0.143693,-0.319965,1.243896,-0.591382,-1.696949,-2.111017,0.097922,1.135199,0.538878,-1.906841,1.287428,1.860883,0.162637,1.576813,-1.615466,0.497885,-0.302114,-0.724071,0.267615,-0.057544,1.125938,0.172202,1.109352,0.069642,0.810507,1.034347,-1.204788,1.682108,-0.192235,0.654028,-0.945552,-0.25277,-0.969895,-0.941476,1.281141,0.423291,0.529291,-0.719582,0.132428,0.049497,-0.452827,-0.701876,0.55987,0.432394,-0.562226,-0.515008,0.146245,-0.855232,-0.136693,-1.850877,-0.982005,-0.9341,0.565103,1.147002,0.067092,-0.504136,0
2.401894,2.729343,-2.233797,2.283477,1.832264,0.65905,0.516776,-3.14227,-0.095729,-0.23813,1.431983,0.795674,-1.150153,0.592487,-1.283848,0.224037,0.768139,-1.830107,-0.260492,-1.252057,-0.30912,-2.300152,-0.756398,-2.632352,0.911404,1.111704,-1.744958,0.478255,-0.852755,0.536651,1.528985,-0.943461,0.342857,0.308882,1.037975,0.202141,-0.679545,-0.747036,-2.885917,-1.80711,-2.003539,-0.129512,2.344672,0.0038,0.133266,2.951134,-1.028069,-0.06692,1.107966,-2.409734,-1.270154,0.695615,-1.053888,-0.918156,-0.035464,-1.889013,-1.859512,-0.457451,0.960676,-0.429757,0.129577,-0.23526,-2.047088,-2.364817,-0.299553,1.997248,-1.547511,0.631915,-1.321045,0.847412,1.766327,0.226385,-1.957056,-0.947162,-0.251048,0.469835,1.448175,-0.358613,-0.444107,0.290717,1
-3.127952,0.64677,3.40174,0.400619,-2.419761,1.27972,0.243017,0.357783,-0.586315,-1.3167,-1.449801,-2.711378,-0.977008,0.371139,-0.745374,2.230544,1.038004,-1.409988,-1.414477,2.471788,0.284194,0.4299,-0.167693,-0.072276,1.909818,-0.751627,0.645009,-1.531298,-0.814346,0.147537,-1.083447,0.057105,1.25365,0.388547,-0.716501,-0.844374,-0.552956,0.579539,1.126011,0.544712,0.045555,0.206321,0.920413,2.662682,-0.086128,1.138563,2.545381,0.18708,-0.837416,-0.620827,-0.250709,1.420227,-0.011792,0.191725,1.933947,1.49819,1.838219,-1.039392,-1.122663,-1.075667,-1.446327,-0.249223,0.029626,2.065909,-1.264907,-0.590417,1.21594,1.535459,-0.491957,-0.542756,0.138345,-2.694079,-0.31372,1.296553,-0.491776,-0.54598,-0.720443,2.044356,0.798168,0.397244,1
0.074281,1.070627,-2.248254,1.165726,-0.888704,0.817676,-3.694254,0.846659,1.892909,0.39127,0.070622,0.439289,-0.397681,-1.794226,-0.879712,-1.283827,2.868087,0.292761,1.511064,1.120162,0.934517,-0.489558,-1.798498,0.635719,0.66375,-0.634163,2.158117,0.046842,2.881334,0.926936,0.182545,0.611729,-0.671601,-0.085011,-0.754405,0.116295,-0.046033,1.338069,-1.671952,-1.904309,-1.772573,-0.44561,0.824389,0.353038,0.109843,0.132566,1.988329,0.477488,-0.9357,1.576924,1.727036,1.574681,-0.336683,-0.751959,-0.012617,-0.914865,0.165526,2.138975,-0.564968,0.056454,0.756292,2.216469,-1.500092,-0.328072,0.90309,1.53603,-0.76327,1.544281,-2.136161,0.672051,0.802494,-0.974213,0.227018,0.564982,0.945708,-0.284237,-0.630369,-1.241751,-1.101301,1.78593,0
3.880913,1.242747,0.007061,0.869191,1.625414,-0.648847,-0.749953,2.390654,-0.775108,0.542902,-2.249819,0.91918,-1.714741,1.341903,-0.742942,1.714281,0.006791,0.487875,0.955048,-0.752516,-2.054054,-0.930346,0.486485,3.69042,0.203082,-4.296739,-0.448446,3.473531,-0.654647,-0.656247,-0.098834,0.297808,0.257192,-0.129453,0.99512,-2.826061,0.255009,-2.706318,0.172144,-0.607574,2.545172,0.216437,0.498554,0.932981,-1.475986,1.980581,0.552867,0.038339,-0.319385,-0.731794,-0.474857,0.618192,-0.416348,-1.55374,-1.526751,1.19389,0.381779,-1.308055,0.059195,0.645623,-0.028617,3.025416,-1.520992,-1.02655,-1.627851,-1.590549,-3.288604,0.630233,-1.154746,1.382797,-0.22481,-1.815737,-0.122239,2.56965,-0.238279,-0.257701,-1.200381,0.475766,-0.10499,1.410868,1
4.343236,0.796378,-2.847063,-0.849886,-2.319116,1.150314,-2.452333,-1.247346,-1.910061,1.631085,0.642792,-1.075641,-1.869703,-4.10581,0.0372,0.566406,-0.80834,0.419394,-0.057632,0.768237,-0.658788,-1.245744,-0.555133,-1.308685,1.048401,0.476756,-0.182979,-1.775984,-1.834723,-1.398113,-0.315336,-0.118358,0.848636,-0.659378,-1.11983,1.49884,-0.521524,2.410649,-0.653405,0.039152,-0.431967,-0.648626,-1.432796,-1.257746,1.686076,0.516976,-1.646131,-1.900647,-1.487429,2.324833,0.855599,0.647044,1.321343,2.646298,2.591872,2.230508,-1.428213,-0.063226,-0.37142,1.011966,-1.235529,1.728194,-0.013101,-0.656839,-0.02491,-0.8529,0.045939,-1.870469,2.970261,0.261413,0.436858,-0.915994,-0.366109,0.714792,2.273268,-0.119691,0.097713,0.338702,-1.300918,1.800924,1
