0.352f338-0.311f128-0.31f105+0.294f442+0.294f472...,-0.423f453-0.422f493-0.334f281-0.333f433-0.332f153...,0.365f336+0.364f64+0.359f455-0.279f442-0.279f472...,'0.3  f241+0.299f475-0.286f28-0.286f451-0.286f318...','0.512f48+0.51 f378+0.196f455-0.19f318-0.189f28...',-0.151f312-0.142f322+0.125f498-0.115f138-0.114f481...,0.144f61-0.143f267+0.123f104-0.116f211+0.108f17...,'0.13 f489+0.126f141-0.121f278+0.118f228-0.112f268...',-0.139f250-0.128f339+0.117f165+0.116f486-0.116f195...,0.147f334+0.131f424+0.115f71-0.108f132+0.104f87...,-0.13f257-0.116f263+0.113f185-0.112f411-0.11f316...,-0.16f457-0.154f368+0.129f216-0.122f286+0.119f383...,-0.164f137-0.132f166+0.126f252-0.119f292+0.118f302...,0.133f117-0.116f147-0.114f383+0.111f84+0.111f50...,0.145f402-0.138f391-0.131f331-0.122f449-0.115f36...,-0.127f148+0.122f98+0.117f383+0.115f332+0.114f204...,-0.142f256+0.135f151-0.121f413-0.118f100-0.113f229...,-0.132f370+0.128f483-0.118f407+0.117f254+0.116f249...,-0.134f118+0.129f256-0.127f350-0.124f41+0.122f113...,-0.13f298-0.128f123+0.125f101+0.121f333+0.116f389...,-0.177f243-0.163f285+0.129f177-0.123f43-0.119f406...,'-0.124f496+0.12 f334+0.12 f139+0.113f435-0.108f328...',-0.16f70-0.124f283+0.123f188-0.121f137+0.117f467...,'-0.161f466+0.153f144+0.129f310+0.11 f365-0.106f499...',0.187f68+0.121f221-0.121f489-0.119f12-0.111f62...,0.153f183-0.145f136-0.135f355-0.134f163-0.127f3...,0.132f404+0.123f232+0.116f478-0.115f262-0.11f115...,'0.17 f484-0.14f168-0.129f307+0.129f49+0.12 f391...',-0.169f397-0.139f376+0.134f25-0.131f414+0.123f496...,-0.139f94+0.132f450+0.125f209+0.124f361-0.123f445...,-0.131f432+0.125f308+0.123f324-0.121f245+0.119f430...,0.143f452-0.13f445-0.121f385-0.12f82-0.113f386...,-0.156f356-0.143f417-0.134f421-0.126f492-0.122f344...,'-0.126f414-0.122f261+0.12 f162+0.118f429-0.115f57...',-0.163f129-0.129f314+0.121f152+0.115f164+0.114f106...,-0.142f275+0.137f8-0.132f313+0.128f42-0.114f206...,-0.158f149+0.136f116+0.136f51-0.134f171-0.122f165...,'-0.148f430+0.14 f381-0.129f223-0.128f276-0.125f96...',-0.147f407+0.137f429+0.126f361+0.123f11-0.12f199...,-0.177f448-0.169f233+0.136f236-0.13f409+0.129f26...,label
0.267744,2.193199,1.788753,-2.564768,3.266188,-0.746329,-0.519946,-0.258298,-2.886311,-1.19851,2.693145,-1.188143,-0.881963,1.911167,0.244084,0.93225,1.507952,-1.404393,-1.55245,0.482601,0.290017,0.849874,-2.619967,0.980238,0.111539,0.300882,0.983521,0.706778,-0.751604,-0.634892,0.215035,1.669806,3.035716,-2.140339,0.734446,-2.073114,0.92969,1.936648,-0.516582,-0.574513,1
0.063959,-1.11963,2.858566,-0.681197,-1.749505,-1.334808,1.342955,0.075407,-0.434152,-1.203137,-1.760163,-0.622042,1.222605,2.28329,2.319547,1.142533,-1.01443,-0.344704,-1.730492,0.72726,-2.036663,0.389942,0.651886,0.834624,1.838468,1.267353,-0.240141,0.33993,0.586596,-0.153185,0.320991,1.56844,2.38998,-0.147132,0.863477,1.505608,-1.128607,0.379256,-0.325048,-2.837048,0
1.181416,1.195413,-1.021297,-2.317892,-2.525908,0.406309,2.005474,1.767565,-0.898607,0.950892,-3.205272,-1.050381,-0.155675,-1.797207,0.383598,0.185173,-0.350376,-0.49259,-1.302175,-1.025639,1.105945,1.339786,0.639125,-2.260611,0.081387,-0.409034,0.05124,-0.515074,1.793212,0.056857,-1.199146,-0.069975,-0.616492,-0.278427,-0.154001,-0.81253,-2.582286,2.625329,-0.242581,2.312133,1
4.798652,-0.189242,-1.088113,-0.441499,-0.429783,2.957096,0.159359,0.130043,-1.715742,-0.628948,-0.71057,0.134809,-0.728083,0.321152,-0.383473,0.699323,1.091769,0.731704,-0.1304,-0.787784,-1.986894,-0.84743,2.090649,-1.112986,0.844752,2.3523,1.401201,-0.030726,-0.155284,-1.730478,1.375321,-0.307322,0.861263,1.524317,1.870494,0.053134,-2.73513,0.490867,-0.288473,-2.001103,1
-2.154957,0.480705,-2.43907,0.831362,-1.529729,-1.616134,-0.748066,0.62722,-0.30117,-2.291276,0.520574,-1.602792,0.851522,-3.241113,0.055045,-0.071033,1.331943,1.648562,1.46352,1.685408,2.342593,-1.134556,-0.564762,0.391593,0.837162,-1.301285,0.855394,0.810983,0.196199,0.936703,1.271741,0.740899,1.810792,-0.571241,-0.477039,-0.021294,-1.089373,-1.376648,0.706453,2.02654,1
2.374482,1.528583,-2.309583,0.141942,1.73306,0.613411,-1.681886,0.580077,-0.929619,-0.147227,0.762438,0.239319,1.708479,0.086947,-1.190685,-1.617063,-1.01274,0.079828,-2.193633,1.092912,-1.262677,0.899946,-1.47081,0.583134,1.163849,-0.661358,0.49471,0.569317,-1.515744,0.458394,2.556162,-0.447544,1.07215,-1.251618,-0.434115,-1.349325,1.052302,3.43189,-0.304451,0.687737,0
3.532833,3.697975,-0.910232,0.280904,3.465553,-0.107227,0.590994,-0.735447,0.745277,0.281575,0.248248,2.345283,-1.909779,-0.897293,1.095454,-2.523625,-0.524573,0.207893,1.334559,-0.159843,-0.505089,-1.094134,-0.356381,-0.968786,1.98891,-2.070837,-0.434211,-2.142648,-3.03495,-0.803265,2.30848,0.660361,-0.799464,1.451539,1.080252,-1.537075,-0.95727,0.530604,1.178814,-1.127567,0
5.186139,0.873148,-0.371043,-0.666443,-0.607891,1.126297,-0.359201,-0.520272,0.173048,-0.204222,-0.39913,0.295126,-0.218764,-0.314796,-0.019671,-0.137232,-0.057531,2.214237,-0.620583,0.835375,0.148228,-0.343258,0.87675,-2.090579,-1.315584,1.572795,1.67591,0.174345,-0.202596,-0.7908,-0.039797,-0.296215,-0.909555,-0.180347,2.29414,-3.009364,-0.858308,1.119284,1.423349,0.168464,1
0.329355,1.516875,1.190604,3.801597,-1.245883,-1.778663,0.851633,-1.894853,0.531487,-0.778875,0.157086,2.228005,0.197593,-2.915312,0.614212,1.346798,-0.94318,1.593256,-0.61472,-1.55323,-2.47415,1.406517,-0.419937,-1.300598,0.825861,0.857111,0.668881,0.716979,1.42978,-0.494959,1.093235,0.118805,-0.944099,-0.688689,0.077731,-1.874322,-1.703871,-0.829226,1.115433,-0.36889,0
-1.84963,-3.798428,1.66662,-1.15752,-1.614914,-0.178688,-1.130522,1.800683,0.907413,4.753146,-0.34095,0.210431,-0.066617,-0.95308,-1.839914,-2.314628,0.887397,0.546618,-0.366878,0.969538,0.516557,-0.350413,-0.69197,-0.789261,1.448496,-3.83828,1.48865,3.228115,3.430076,0.738032,0.896318,1.565115,-0.256067,2.254583,-2.603884,3.197729,-0.014027,-0.737856,1.046384,1.301485,0
-2.303892,-2.653545,0.332168,-0.865825,-0.293217,1.868856,2.375357,0.255023,-1.175369,-0.002702,2.302802,-0.244677,2.273724,-1.935432,-0.680075,0.145796,-1.812493,0.111914,0.821034,-4.135595,-0.497769,-2.681985,-0.358168,-2.815057,1.536398,0.556087,0.120109,0.776437,-0.29394,-1.433087,0.728705,-0.715551,0.037434,-1.023853,0.693539,-0.666644,0.041259,1.633625,-1.507725,-1.292974,0
-3.698308,5.728097,1.339155,-1.51561,2.395949,-1.113397,-2.04696,-0.534476,-2.103107,-0.983266,-0.121905,1.3833,0.527443,-2.243208,2.404732,-0.251608,-1.684831,0.488544,1.24914,-0.486802,-0.175123,0.399452,-1.445198,-1.547404,-0.937515,1.081457,0.619349,-0.203502,-0.445504,-2.140165,-1.705301,-1.298025,0.017901,-1.77596,0.073785,2.761826,-2.852746,-1.687553,0.403435,-0.39291,1
6.362065,1.916603,-1.156293,-0.936191,1.703,-0.96656,-0.605936,0.855104,-2.746799,-0.612463,-0.918606,-0.364344,-0.062949,-3.692354,0.338501,-0.13116,0.435261,-1.294515,2.868363,1.653207,-0.187437,-0.937943,1.76456,1.915692,-0.507017,0.774931,1.891246,-2.554256,-0.746685,-0.180144,1.228362,0.518679,1.561474,-0.697553,-2.596251,0.759786,-0.23941,2.31585,-0.737096,-0.482727,0
-3.528116,-0.029278,2.398634,1.337903,2.487283,0.697749,0.92315,1.893484,-1.874571,1.287624,-0.885009,-1.357558,-1.65114,0.687694,-0.09067,1.203355,0.938222,-3.65507,0.55713,-0.351738,0.169556,2.360423,1.522766,-0.610729,0.340284,1.353643,0.41044,1.99351,0.140664,-1.631699,0.693273,-0.840598,-2.863223,1.272932,-0.590672,0.508605,-1.158514,1.117416,2.008538,1.602721,1
0.451508,0.193096,-1.993871,2.442227,-1.08217,1.296955,-0.341047,-0.571629,-0.290951,-2.456048,-0.734612,1.723123,0.633498,-2.495581,2.666332,0.637523,0.019386,0.481135,1.381715,0.098684,-2.219635,0.672744,-0.462544,0.083749,-0.969523,1.07194,-1.20877,-1.111705,-0.965918,-0.102258,0.313534,-0.554665,0.484631,0.965457,0.429461,1.439294,0.659195,-0.832977,1.673982,-0.513868,0
1.95363,-1.951052,0.979099,1.316811,0.495357,0.142481,1.28686,0.248647,-1.92535,0.186232,-0.711266,4.268432,2.032341,-1.799431,0.372311,-1.312997,0.090732,-0.952104,-0.181364,0.42056,1.463411,-2.386749,0.221808,2.620091,2.845103,0.894465,-0.821368,-0.573109,-1.341032,-0.075775,-0.835962,-0.254404,1.909253,-1.358485,-1.174182,-0.850095,0.883831,-3.560445,0.283903,-1.426993,1
-0.190733,0.433699,-1.516632,-3.842701,0.339513,-0.865139,1.144054,-0.88728,-2.732867,-0.824757,-3.283882,-0.752351,-2.156481,0.060117,0.990873,0.793996,-0.749215,-1.491494,-3.424119,-0.19168,-1.374275,-0.92983,-1.088425,1.014787,0.96587,0.469313,3.471877,1.036898,0.261875,1.418316,0.986905,-1.56576,-2.098623,-0.592375,-1.598644,1.090595,-1.837714,-1.552243,0.533801,-2.189366,0
3.483844,-0.073739,-1.713276,-0.738438,0.328188,2.076586,0.222042,1.778695,1.201183,-3.170342,-0.312113,0.059907,-0.629085,-0.008869,1.803693,1.46752,0.42514,-0.537238,0.86156,-1.536058,0.804529,0.050025,-0.613341,0.057485,1.725499,-1.573456,-0.238382,0.269446,-0.480109,1.550495,0.645614,-1.858978,-1.762662,0.142621,0.830195,0.79608,-0.885347,0.948633,-1.024782,-0.200657,1
3.67811,0.569782,-1.936297,-0.33786,-1.849106,-1.429947,-0.64632,-0.259023,-0.821392,2.399496,-2.589027,-0.414437,0.434334,0.902393,-1.710382,0.383648,1.35809,-1.76597,-1.305778,-0.051538,-1.207544,2.668681,-0.615002,-1.090083,1.671101,-2.28042,-3.682977,-0.701127,1.39738,-0.518608,2.120856,-0.425345,-0.74203,-1.455728,1.548561,-0.948755,-0.795647,2.00393,0.923616,1.477416,1
-0.038421,-0.08328,-2.448568,-1.66662,-1.916167,0.075694,-1.526928,-1.001613,2.343333,-0.341369,-1.568137,1.467618,0.46933,-0.828705,-1.199258,-0.253739,-0.732247,-0.493992,-1.478571,0.022819,0.945904,2.438247,-0.256327,0.90334,-2.103704,-2.692236,-0.805601,0.76792,1.797923,1.094093,-3.322949,0.801375,-0.583745,-0.514707,-3.493234,-3.594514,1.224914,-1.100568,-2.570361,-2.076912,1
4.92571,-1.884821,2.44293,3.736678,-0.450868,0.441091,-0.774273,-2.136684,-0.95374,-1.702781,0.086519,-0.264566,1.40172,2.818066,1.27553,1.006058,-1.434117,0.735962,1.525264,0.669721,-3.195358,0.963051,1.822588,1.663617,1.999308,-2.649227,-0.630437,0.937231,1.275569,-0.340018,-0.309111,0.870274,0.312315,0.763677,-0.47983,0.935306,-0.610018,-1.018949,-1.249474,2.100877,0
-3.638184,-1.661975,-0.0235,2.573478,2.452861,0.418918,-0.523606,0.869086,-1.253367,-1.335615,0.321128,-1.510209,2.914757,-1.683173,-0.827399,0.184735,-0.170289,-0.539856,-1.934216,-0.096693,0.925983,-1.031914,2.460453,-0.437025,-1.338159,-1.000579,-2.615762,-0.272721,0.513747,0.495367,-1.401845,-1.310734,-2.975551,0.455915,-0.987529,0.49355,-1.917526,0.203772,0.747186,1.346191,1
3.772237,0.961009,-0.793463,-1.333456,-1.290771,0.54843,0.958778,-2.144372,0.105596,0.933448,0.400024,0.242687,-0.408345,0.076251,0.712094,-0.601471,-1.244337,3.631562,-0.704005,-0.34345,0.951364,2.397966,-2.510592,-0.775141,-1.704868,-0.173588,0.187423,0.456777,-3.107591,1.595876,-0.48021,-0.078231,-1.187956,-0.111309,-0.742793,-0.849951,-0.532449,0.051073,-1.758641,-0.967324,1
-3.062172,-1.990332,-3.363763,2.20771,-0.545762,-0.33956,-0.559913,-0.961697,-1.628428,0.216144,0.332651,-0.314077,1.174482,1.376,-0.039115,1.102461,1.246488,-0.08487,-1.217813,-1.336875,-0.854054,-1.646982,0.240671,0.277087,-0.160812,-0.969063,-0.168759,-0.985904,0.993846,-0.583708,-0.393514,-0.735135,2.501913,0.416949,-0.271628,-0.373193,2.00967,-0.058726,0.826534,3.111812,1
3.117477,-1.44843,1.532864,0.560592,2.086989,-0.332548,-1.302652,-3.159442,-1.36037,0.199104,2.579126,-1.341641,0.220642,-1.458793,1.817867,-0.960682,-1.070458,0.897823,-2.073031,0.577698,0.049178,-2.019943,2.690885,1.567399,2.435435,0.212877,-1.925797,3.203247,2.315744,-1.580015,0.714798,1.207329,-0.844782,2.909771,-0.497753,-0.195184,2.187964,-1.588546,-0.025951,-1.31692,1
2.545975,-2.252542,-1.390384,0.254596,0.736264,-0.458232,-1.951338,-0.281815,-0.147813,-0.224348,1.388558,0.327059,0.629944,-1.233109,-0.84881,0.041561,0.133964,-2.580599,-0.408349,-1.008775,-1.060534,-0.303076,-0.398275,-2.355141,-0.041847,-1.555678,-0.605654,1.050421,1.777918,-1.205073,-0.512203,-0.313347,-0.908541,-2.453445,-1.247231,-0.411189,2.254627,0.216704,0.637178,-0.350672,1
-0.117547,0.143275,2.169292,0.803255,0.320708,-0.760809,1.720149,-2.749976,-2.285298,0.606974,-1.350165,1.468018,1.999426,1.656365,-0.465409,-1.861402,-3.210025,0.299137,-0.635461,-0.050482,0.718074,2.275667,0.422808,1.251678,0.740581,-1.319591,0.319995,-2.014941,0.269718,1.275013,-0.161959,0.337579,0.967775,0.564986,1.741455,1.484708,0.845633,1.74745,-0.252222,-1.382906,1
3.488454,-1.796186,1.570394,-0.909657,1.543047,-1.096252,-0.678567,-2.359598,0.077373,0.856555,1.124612,-0.332338,-1.477136,0.304903,-0.498894,-2.546058,0.401999,-0.018071,-0.085327,-0.098337,1.157309,0.697994,-1.319215,-0.980022,-2.009489,0.541121,-0.131566,-1.830846,0.333099,-0.388814,-0.785782,-1.262391,0.903387,1.181511,-0.161584,0.877136,-1.219046,-0.303055,-2.144676,-2.015898,1
-1.719737,2.569744,0.09497,-1.323916,1.691463,-0.784872,1.113174,0.171188,3.180497,0.836272,-0.982408,0.728476,0.072856,1.149068,-2.448234,-3.831103,-1.985947,-0.646657,0.561225,3.042497,-0.882954,0.357197,1.020409,-0.762883,-1.420516,0.744623,0.275639,0.618918,0.981061,1.026343,-0.818947,1.140279,0.390726,-0.76233,-0.195535,1.924925,0.708028,0.635761,-0.349429,1.997386,1
1.330024,-1.253266,2.619464,0.219844,2.041446,-0.192623,-0.01157,-0.465246,-0.637993,-1.156439,0.25767,1.732836,-1.805913,-0.376778,1.690804,-0.659449,-1.255872,-0.040588,1.331709,-0.92205,-1.073322,0.293171,-1.742479,-0.307741,-2.871556,-1.003458,1.576799,-0.006066,0.505621,-2.280529,-0.055873,-1.256198,-0.028507,-0.323768,-1.36912,-2.151543,2.85087,-1.796386,1.821473,0.956026,1
0.98179,1.493235,0.409136,-2.480296,-1.577191,1.17726,0.710166,-1.097103,0.128277,-0.239786,-0.301905,0.855349,-0.14271,0.324543,-1.428097,-0.265949,-0.503363,-0.151506,0.74284,-0.954065,0.744351,-1.070108,0.43406,-1.589768,-0.492,-1.761153,0.106235,-1.157031,1.926242,0.960341,0.791127,2.422363,-0.656506,-0.750884,0.255223,1.079576,-1.139457,0.326717,-1.881739,0.859886,1
-2.491553,-0.66167,0.558568,1.82556,-2.31819,-0.841267,1.822815,0.19755,0.293694,3.436278,2.542658,1.447893,-0.165471,-0.441023,1.695077,-0.394008,-1.641717,-1.714684,1.169957,-1.84552,0.31655,-1.086077,0.510231,-2.065769,1.252443,0.326844,0.643183,1.372622,2.27085,2.387957,0.487587,2.324493,-1.049129,-1.085237,0.457418,-0.82179,0.767705,1.458123,0.36223,0.773682,0
-2.378209,0.715399,1.341533,0.933437,0.344995,2.995193,-0.924914,-0.022741,-0.707636,1.724755,-1.309914,0.145928,-1.042142,-0.800875,0.826863,1.497872,0.445378,-0.348065,-2.373862,-0.426122,-1.105846,1.699964,-0.616913,-0.152716,2.049397,-2.268555,0.434965,0.643148,0.154323,-1.27682,1.073403,0.143251,-1.209481,0.535271,-2.626713,2.271009,2.952043,1.558523,-0.679176,-0.274993,1
4.388349,-1.324956,-1.271736,-0.995896,0.623856,2.545497,0.470221,-0.855362,-0.364881,0.245632,0.458724,0.60131,0.830124,-3.351287,-0.903081,-0.322694,1.443167,-1.68666,0.12228,-0.258031,1.828174,1.659625,-1.917926,-0.505255,-2.118661,0.446096,-1.967376,0.66855,-1.38288,1.182887,-0.21021,-0.560698,-1.018192,-0.925492,-1.044485,-0.566541,1.791182,1.73123,-1.410766,0.867634,1
-1.897307,-0.080997,1.198169,-1.605805,-0.032599,-1.399764,-0.531945,1.68898,-1.601194,-0.37878,-2.548786,-0.624606,0.277929,-1.236002,1.676049,-0.200376,-2.666319,0.48219,0.391754,2.213398,-0.275458,-0.799887,3.095643,0.619811,0.815152,-2.409244,1.625791,-1.932732,0.979365,-0.58073,-0.471769,0.070959,-0.511193,0.78705,0.921731,-0.295308,1.525462,1.587355,0.019431,0.153469,0
3.808629,0.760412,0.269422,-2.668818,0.686193,-0.721807,-0.652562,0.297611,-0.219918,0.86914,1.547131,-1.789757,-0.332511,-0.074585,1.235045,1.370425,2.24254,0.430377,-0.085788,-1.301482,0.392397,-1.696788,-2.862274,1.24701,0.381909,-0.367501,-0.20586,1.23194,2.623556,-0.265046,0.083451,-0.193491,2.628253,0.745979,-0.163145,2.474256,-0.304723,-0.227733,-0.069888,3.065807,0
-5.159943,2.186291,1.678585,0.994114,0.03108,-1.07838,1.193604,0.188925,0.816785,-3.10107,-2.280781,-0.127533,-1.020235,1.520078,0.6247,-1.129891,-1.506954,2.111008,0.588263,1.207266,-1.626878,0.564142,-0.29029,-1.418384,0.979237,2.80861,-1.452575,1.506839,0.323465,0.724069,-0.035116,0.313189,0.424936,-0.387516,0.87574,-1.71562,0.894946,-0.208471,-0.858214,0.829591,0
0.649238,1.668509,-0.455893,0.324355,2.827744,1.223183,-0.953255,-0.84796,-1.980172,-0.742115,-0.067313,0.912918,-2.272462,0.062875,1.598774,-1.731963,-3.315516,0.666116,-0.130241,-0.562394,-0.61877,-0.068488,0.683634,1.271993,0.172331,1.984741,-1.548116,-0.51586,0.575765,0.382066,0.167239,0.905746,1.823395,-1.216197,0.191984,-0.748654,1.441883,-1.134584,1.53953,-2.655185,0
-1.026088,3.427,0.007351,2.640073,-0.048747,-4.102449,0.281228,1.103489,2.282449,-2.614623,-0.727148,0.350126,2.987967,1.668468,-0.992437,-0.759028,-0.914824,-0.875108,-0.132237,-0.309026,0.104232,-0.215834,0.555187,1.320038,-1.117609,-1.704738,2.300854,-0.511735,-0.374026,0.032849,0.61142,0.572627,0.477694,0.478433,-0.336498,-1.510467,-0.739414,1.254175,0.86738,-0.178941,1
-3.352706,0.726287,-2.405659,-1.129023,0.475738,-0.871713,-1.844549,-0.031868,0.499035,0.829488,-2.337351,-0.366857,-1.097233,0.295344,0.839565,-0.002377,0.466683,0.223935,-1.076611,-1.175181,-0.15549,0.21275,0.464282,-0.036836,-3.92197,-0.349341,0.072412,0.572992,-0.117452,-1.052249,0.718416,0.001387,-1.358759,1.745028,-2.574776,0.119374,1.047499,0.701048,1.566018,1.832169,1
-1.199617,3.39916,0.940826,0.279229,1.053153,0.06426,-4.131302,0.691184,2.183742,-1.44001,-1.341055,-2.707278,1.387331,2.523951,0.096506,-1.474277,0.951984,1.965906,0.7965,-0.207098,-0.815104,0.064495,-1.399943,1.374372,-0.442128,-1.6925,-0.26279,1.367764,-0.333789,1.130759,-0.321225,-0.505069,-0.783727,1.46069,0.415456,-0.988847,1.087803,1.021749,-0.924225,0.125829,0
-0.348396,4.369002,-0.197773,2.089781,-0.755729,1.267806,-1.846278,-0.921261,-0.518469,-0.852063,-0.677965,3.366678,1.990985,0.461953,0.269654,1.943965,-2.033689,1.506413,-1.101058,-1.236669,-0.656886,1.011643,-3.186651,-2.032995,-1.469798,0.891049,-1.457748,-1.872734,-0.566529,-1.396052,-0.357842,0.920966,-1.923505,1.457942,-0.004255,2.544154,1.00593,-1.417518,0.562377,0.212246,0
2.156899,2.05565,3.015315,-1.752307,-1.087066,0.933023,-1.032667,0.971154,-1.948359,2.286116,0.380721,-0.161857,-1.393467,-0.829113,1.627376,0.995049,0.000974,0.272676,2.041419,-0.889354,0.241698,-2.378597,0.953229,1.848009,-0.700007,-0.797337,0.16305,-1.026805,-0.006133,0.946034,0.911053,-2.324495,-1.822847,2.416413,0.473051,-2.391411,0.854311,-0.221031,0.39255,-3.911286,0
-3.195177,-0.590228,-0.323,0.425786,-0.062143,0.239634,-0.26372,-1.809561,0.402983,-0.655962,2.121367,1.224931,-1.66176,-0.435023,0.570085,2.237964,1.288028,2.144515,0.046868,1.626774,0.046639,1.760355,-1.676475,0.171973,1.869366,2.332376,-0.728144,-0.28042,-0.395178,2.265415,0.518145,0.306569,-2.261727,-0.262464,0.73387,-0.13431,3.504898,-0.697363,-0.532808,0.314974,0
0.754304,-2.411577,1.886522,0.877515,-3.084526,3.140601,0.739007,-0.188478,-0.458545,1.180212,1.382873,2.576942,3.343748,-0.077862,-0.076656,-1.125017,0.504233,-0.55681,1.463842,-0.955708,0.074208,0.855235,-0.744633,0.066646,1.115114,1.441122,-1.148367,-1.019224,-0.747365,-1.275278,0.29936,-0.274574,0.346124,-1.652861,-0.172324,0.943591,0.111002,2.504562,-1.294618,-0.460981,0
3.179143,1.430894,0.109284,0.018612,1.672628,0.540931,-1.46723,-0.306467,-1.203543,0.676305,1.749055,0.165077,0.162279,-0.385402,-4.38536,3.47041,-1.331907,0.906336,-1.728113,1.096962,1.795391,-0.594148,0.502696,-2.348975,-1.896133,-0.193414,0.956426,-2.128069,-1.162224,0.579082,-1.087125,0.728097,1.856243,-0.63046,1.235905,-0.347735,-0.024344,-1.612277,-0.60689,-2.023255,1
3.310333,1.312592,0.729812,-0.68572,1.390024,1.326411,0.917682,-1.089716,-0.130546,0.304893,-0.148706,-1.751637,-0.881006,-1.01026,-0.603975,0.851764,0.051566,1.255528,0.229523,0.518021,0.522188,0.197804,0.806837,1.379014,2.589794,-0.117258,-2.900515,-1.199229,-1.017195,3.557366,-1.035604,0.120111,0.599758,-0.617197,-2.831181,2.31074,-1.795854,-0.754227,0.504567,0.971057,0
1.388149,-2.677274,-3.547399,-2.096321,1.872981,-0.041809,0.852726,0.034159,0.086894,1.120484,2.070809,-0.807522,2.172243,-0.979397,0.791574,-1.634736,1.929917,-0.749698,-1.33643,1.680217,-0.983936,2.208894,-0.555392,1.007778,2.583176,1.356709,-1.79765,-0.225606,-0.52578,0.339077,1.263473,2.540401,0.950773,-0.340629,-0.800935,-2.321125,1.511643,0.882904,1.390778,-0.312589,1
-0.972211,-1.370412,3.297494,-0.248421,1.384438,-0.612936,2.042581,2.422276,-0.94118,0.821849,1.106163,-1.372285,0.195016,0.672431,-0.959183,0.222219,-0.187648,-0.085715,0.655405,0.111928,0.449697,1.322944,-1.062456,-0.17178,1.012715,-0.632707,-0.414339,1.94861,1.37153,-1.990415,1.867662,0.262306,-0.153147,3.842546,0.5832,0.084159,-0.864351,-1.152184,0.238499,0.044824,0
-0.052807,-1.421183,2.524532,1.157836,1.606439,-0.509272,-1.897132,0.698668,0.908505,1.135985,0.710359,0.329778,-1.556554,-0.63418,-0.007896,-1.008528,1.247126,-0.447132,-1.043749,-2.035842,1.161469,-0.469526,1.773806,0.828887,1.230497,-1.745379,1.722927,0.684079,1.304099,0.786824,1.425888,0.910546,1.97179,1.404673,0.16861,3.024645,0.879766,1.040561,-2.196184,-0.003422,1
1.354646,1.712782,1.822973,-3.721393,2.735615,-0.674012,0.62819,-0.613431,-0.0611,0.120672,1.982247,-3.081169,-0.450212,-0.382202,-0.566326,-1.521276,1.533846,0.248884,-0.195385,-0.88516,2.952667,-1.411862,-1.324335,-0.86801,-1.15686,-2.386038,-0.340475,-0.16625,3.241539,2.993385,1.255756,0.752234,-1.860564,0.151977,-0.107361,-1.935414,-1.490405,1.777159,-1.69914,-1.202147,1
-3.732993,-1.822043,1.609976,-0.106063,-0.193608,1.805697,1.632986,-0.939289,0.37965,2.984436,-0.397361,-1.358523,0.247052,0.709566,1.853178,0.646478,-1.169889,-2.014821,-1.304974,-0.338928,-0.289622,-2.013781,0.603563,-1.435855,-1.582967,2.389951,-0.79952,0.036029,-2.20626,2.85783,-0.527409,0.052032,-0.875037,-1.45542,1.510879,-0.759888,-0.048957,-2.37954,0.085628,-1.038639,1
2.672173,-2.017593,3.037217,-0.212465,1.337083,-1.22912,0.560276,1.413409,-0.231613,0.367214,-0.224626,-0.691547,1.094501,-0.579455,3.894482,3.897414,-1.73767,-1.089639,0.171759,0.055626,-1.221254,-0.34358,0.532566,0.398273,1.382006,0.899668,1.707535,-0.980382,1.333654,0.49515,-0.324277,0.1006,-0.404361,-0.64298,1.73286,-0.162299,0.422202,0.411623,-0.026823,-0.877231,0
2.82334,0.535647,-1.783257,-2.456245,1.634415,-1.244874,-0.254962,-0.597952,-1.054229,1.37332,0.450616,0.370604,-0.284876,-1.191062,-0.473824,-1.317138,-0.844521,-1.264945,-1.089986,-1.854654,-0.256066,-0.31555,-2.454102,0.667427,-0.364958,-0.757597,-0.474469,0.676459,0.064367,-0.599505,2.274821,0.142176,0.928936,1.9912,-1.363378,-1.087557,-0.923367,-2.550686,-0.232136,1.397521,0
1.034762,3.964846,0.046703,1.659664,0.171434,-1.998863,0.349728,1.564951,-0.687131,-1.47284,1.211595,0.702177,-0.689182,-1.069237,-0.135303,-0.336317,0.935501,1.356745,-0.132984,-0.925547,2.192651,-2.306274,0.206381,0.502136,-0.545041,2.237993,1.264831,1.14647,0.193193,-0.416744,2.404004,-0.792084,0.024372,1.712011,-1.031892,-1.036846,0.394995,-0.450951,-2.000176,-0.058278,1
4.559959,3.841491,-0.878011,1.57547,0.163192,-1.736077,1.493409,0.402639,-0.176336,-1.056309,2.07953,2.299385,0.68323,2.253756,1.229262,-0.645441,-0.285481,-1.042383,-0.265111,-0.621943,0.523482,-0.52177,-1.080943,2.811845,-1.524469,-1.364907,3.777744,-0.28743,1.234564,0.33979,-1.596864,0.236453,-1.096081,-0.259194,-1.978407,-1.531225,-0.986355,-2.592037,1.008886,-2.289781,1
4.610274,-1.38873,1.737264,0.188074,1.738681,-1.221451,0.974947,1.153746,1.706519,0.310718,0.120853,1.075669,-1.889823,-1.093848,-1.75888,-2.937588,1.314108,1.30346,0.387788,0.302206,0.109083,-0.112089,1.933916,0.829143,-0.284062,0.944953,-1.734219,1.26431,-2.549778,0.483257,1.705412,0.50336,-0.398363,-1.449613,-0.979398,0.7671,0.494931,-2.913187,1.22073,-1.243524,1
